Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,deployment,n_samples,num_shots,prompt_name,seed,segmenter,split,temperature,exact_match/mean,f1_score/mean,negative_ratio/mean,positive_ratio/mean,precision/mean,recall/mean
2024-09-08 19:15:20,23.1min,6545d52f6c954658b5d3499045bc9cbd,Meta-Llama-3.1-70B-Instruct-loft-5shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,5,loft,2,nbme,test,0.1,0.8127,0.9011612719703135,0.8982333333333334,1.0082666666666666,0.8665666666666667,0.9509
2024-09-08 19:14:43,22.5min,ba7e44a6663f4e1a9ddd49a958efee20,Meta-Llama-3.1-70B-Instruct-loft-5shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,5,loft,3,spacy,test,0.1,0.7518,0.918345203523332,0.9144333333333333,0.9769333333333333,0.8896666666666666,0.9604666666666666
2024-09-08 18:52:10,23.2min,b4e1f685df1f434b914eb45b20d6f4c9,Meta-Llama-3.1-70B-Instruct-loft-5shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,5,loft,1,nbme,test,0.1,0.8183,0.9035103016636465,0.8953333333333334,1.0255666666666667,0.8606666666666666,0.9615666666666668
2024-09-08 18:52:06,22.6min,3157ebcd13e04ab5a0f0f06ac50d6ff1,Meta-Llama-3.1-70B-Instruct-loft-5shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,5,loft,2,spacy,test,0.1,0.7423666666666667,0.9147784633720693,0.9028333333333334,1.0008666666666666,0.8764333333333334,0.9685666666666667
2024-09-08 18:29:22,22.7min,65712821a40f479b8675978ca8c0cbd2,Meta-Llama-3.1-70B-Instruct-loft-5shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,5,loft,1,spacy,test,0.1,0.7403,0.9169451214416389,0.8958666666666666,0.9937666666666667,0.8783666666666666,0.9693
2024-09-08 18:29:12,23.0min,96d4b2e072ee460e91f44bc8d8ecdb37,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,5,nbme,test,0.1,0.8151,0.9000469390145767,0.8920333333333333,1.0204,0.8583999999999999,0.9571
2024-09-08 18:06:46,22.6min,2037f0ab7bed4d2fb64124b477b930df,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,5,spacy,test,0.1,0.7459333333333333,0.9196407804820448,0.8973,0.9802333333333333,0.8852333333333333,0.9685999999999999
2024-09-08 18:06:11,23.0min,eef37b0b62e74bcdb12df3a81ccfb40f,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,4,nbme,test,0.1,0.8017,0.8959269493588554,0.8792333333333333,1.0298333333333334,0.8524,0.9576333333333334
2024-09-08 17:44:26,22.3min,511f55af31d341438d1baba162238420,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,4,spacy,test,0.1,0.7431,0.9160736093186047,0.8873333333333333,1.0024333333333333,0.8766999999999999,0.9704666666666666
2024-09-08 17:43:05,23.1min,85f8abba8503483eb25a11ecf6e5e295,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,3,nbme,test,0.1,0.8124333333333333,0.8917953848127947,0.8995000000000001,1.0021,0.8605666666666667,0.9398666666666666
2024-09-08 17:21:55,22.5min,37e9d6f2d2e64749b27187408ba35a29,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,3,spacy,test,0.1,0.7449,0.9195200279756203,0.9158999999999999,0.9721666666666666,0.8874333333333334,0.9640666666666667
2024-09-08 17:19:53,23.2min,8b7e58cf7e5448d4abd6c316c9da9b36,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,2,nbme,test,0.1,0.8094333333333333,0.8980654533453853,0.8887666666666667,1.0071666666666665,0.8629666666666667,0.9511333333333333
2024-09-08 16:59:34,22.4min,f81d0dc976174dd290d3a3895846cf2a,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,2,spacy,test,0.1,0.7329333333333333,0.911279659977338,0.9002666666666667,0.9816666666666667,0.8764666666666666,0.9603666666666667
2024-09-08 16:56:53,23.0min,417b0a35a0ad4a6582c96c7dd29a3397,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,1,nbme,test,0.1,0.8065333333333333,0.8943489742492602,0.8817666666666666,1.0191666666666668,0.8541333333333334,0.9514666666666667
2024-09-08 16:36:54,22.7min,e14f6727d6c446d48f87d35be750f4f6,Meta-Llama-3.1-70B-Instruct-loft-3shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,3,loft,1,spacy,test,0.1,0.7305666666666666,0.9116225005674256,0.885,0.9886666666666667,0.8720666666666667,0.9655333333333335
2024-09-08 16:34:00,22.9min,62577ef4bdc045beb5074aec4ab4345b,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,5,nbme,test,0.1,0.8131333333333334,0.8992088056249196,0.8935000000000001,1.0199,0.8580333333333334,0.9563666666666667
2024-09-08 16:14:36,22.3min,0a25b7bdb7ff426cbad8ed2c5935ca95,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,5,spacy,test,0.1,0.7462666666666666,0.919602672535374,0.8949333333333334,0.9729,0.8868333333333334,0.9658
2024-09-08 16:11:05,22.9min,0cac18aa306a4830a598ca4e95fe72df,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,4,nbme,test,0.1,0.8019999999999999,0.8923357499579292,0.8873666666666666,1.0105333333333335,0.8575333333333333,0.9457666666666668
2024-09-08 15:52:21,22.3min,7f79f78f7fb7473e938b97bac34263d9,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,4,spacy,test,0.1,0.7392666666666666,0.9140884789942385,0.8922000000000001,0.9872666666666667,0.8761333333333332,0.9670000000000001
2024-09-08 15:48:16,22.8min,74b8ebbbd4a847d79879071747eb92c4,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,3,nbme,test,0.1,0.8085333333333333,0.8894617752602052,0.8974333333333334,1.0046666666666666,0.8553333333333334,0.9394
2024-09-08 15:30:03,22.3min,18f9257942af4e4bb2a328493f65961b,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,3,spacy,test,0.1,0.7430666666666667,0.9199739841734462,0.9146,0.965,0.8895666666666667,0.9627333333333333
2024-09-08 15:24:56,23.3min,814268b595c849da85ab24ec66f2de94,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,2,nbme,test,0.1,0.8101,0.8964774014683081,0.8926333333333334,0.9989,0.8641000000000001,0.9457333333333334
2024-09-08 15:07:25,22.6min,b040fcb6f8cd447bad3a07f182310324,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,2,spacy,test,0.1,0.7440333333333333,0.9206000325241611,0.9079999999999999,0.97,0.8897666666666667,0.9649000000000001
2024-09-08 15:01:59,23.0min,7afa019d795e4f148e9238c61703731b,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,1,nbme,test,0.1,0.8068,0.8953638718065074,0.8861666666666668,1.0128,0.8563333333333333,0.9512666666666667
2024-09-08 14:45:03,22.4min,d32e3db70844417fa789bb99e632db5d,Meta-Llama-3.1-70B-Instruct-loft-2shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,2,loft,1,spacy,test,0.1,0.7325666666666667,0.9144982510348594,0.8848333333333332,0.9742,0.8792333333333333,0.9637
2024-09-08 14:39:05,22.9min,49c3d7156fae46b6ab6e326cc17f6cdc,Meta-Llama-3.1-70B-Instruct-loft-1shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,1,loft,5,nbme,test,0.1,0.8079000000000001,0.8926024181402704,0.8954333333333333,1.0152,0.8547666666666667,0.9469
2024-09-08 14:15:56,23.1min,ed0e5512d5c34861af101aba1802dfa4,Meta-Llama-3.1-70B-Instruct-loft-1shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,1,loft,4,nbme,test,0.1,0.8040999999999999,0.891249719542172,0.8966000000000001,0.9955333333333334,0.8577333333333333,0.9412
2024-09-08 13:53:08,22.8min,8ce5b5f3d3d942ffa9031a1df794787e,Meta-Llama-3.1-70B-Instruct-loft-1shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,1,loft,3,nbme,test,0.1,0.8099,0.8907854083974962,0.9041,0.9921,0.8622333333333334,0.9344
2024-09-08 13:30:22,22.8min,461f1db83d8a4d7284e6bedd7abc367c,Meta-Llama-3.1-70B-Instruct-loft-1shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,1,loft,2,nbme,test,0.1,0.8086333333333333,0.8944971944187169,0.9079666666666666,0.9810333333333333,0.8684333333333334,0.9348666666666666
2024-09-08 13:07:23,23.0min,fa9b5dbb72cf4479a8a5af17297c7b82,Meta-Llama-3.1-70B-Instruct-loft-1shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,1,loft,1,nbme,test,0.1,0.8082,0.8923922571209751,0.8960999999999999,0.9966333333333334,0.8593999999999999,0.9424666666666667
2024-09-08 13:07:10,13.0s,906a2860f41e486e878f00d529f27583,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,5,nbme,test,0.1,0.7684666666666666,0.8378865543138642,0.9576666666666667,0.7994666666666667,0.8899333333333334,0.8090999999999999
2024-09-08 13:06:57,12.9s,3933216c00b1444487a6edb741f9d446,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,4,nbme,test,0.1,0.7539333333333333,0.8239704404857869,0.9602666666666666,0.7972333333333333,0.8806999999999999,0.7935666666666666
2024-09-08 13:06:44,12.9s,1e09f06c462e418fae21567d2885a5c5,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,3,nbme,test,0.1,0.7510666666666667,0.8015874350711621,0.9649000000000001,0.7464333333333334,0.8821666666666665,0.7608333333333334
2024-09-08 13:06:31,13.2s,a9bd940238e04da4b667dcfcf6406e5a,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,2,nbme,test,0.1,0.7632,0.8227380452950304,0.9603333333333334,0.7739333333333334,0.8889,0.7862333333333333
2024-09-08 13:06:15,15.4s,5a676eebbb164612afc55046042fa495,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,1,nbme,test,0.1,0.7616333333333334,0.8352549425967062,0.9566333333333333,0.8144,0.8833666666666666,0.8098
2024-09-08 12:57:30,10.3s,1ccf34700a1d44ffac86adb61c534526,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,5,spacy,test,0.1,0.6779666666666666,0.845475915451072,0.9675,0.7876333333333333,0.8963333333333332,0.8188333333333333
2024-09-08 12:57:19,10.5s,bffd3aed708b43139c4cbe6dbe63d98c,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,4,spacy,test,0.1,0.6627333333333333,0.8371104293794269,0.9675666666666666,0.7812,0.8898666666666666,0.8076
2024-09-08 12:57:09,10.3s,4d39a0cd265b4bfcb57f61bb9e324ffa,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,3,spacy,test,0.1,0.6552,0.8078339864967936,0.9719333333333333,0.7323666666666667,0.8847333333333334,0.7689333333333334
2024-09-08 12:56:58,10.6s,c07c25a2892f41368d32468c764bafa2,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,2,spacy,test,0.1,0.6735,0.8350366880563537,0.9682333333333334,0.763,0.8959666666666667,0.8011333333333334
2024-09-08 12:56:46,12.4s,eff7727def914bc69073da49d9e7991a,Meta-Llama-3.1-70B-Instruct-loft-0shots,LOCAL,scripts/benchmark_alignment.py,amo,FINISHED,meta-llama/Meta-Llama-3.1-70B-Instruct,300,0,loft,1,spacy,test,0.1,0.6711333333333334,0.8489334103773536,0.9664999999999999,0.7980333333333334,0.8957333333333334,0.8233
